,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
47,wa,smoothed_wearing_mask,2020-09-25,,2020-10-05,10,89.8214956,0.3817956,6271.9491,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-25,,2020-10-05,10,83.2784985,0.5043733,5473.9898,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-25,,2020-10-05,10,84.0452264,0.8249853,1970.2044,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-25,,2020-10-05,10,56.1463254,2.0416112,590.7194,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,79.4036061,1.5071256,720.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,83.5271842,0.658086,3177.096,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,83.9458944,0.7583841,2343.1879,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,85.9759183,0.4882357,5058.1548,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,90.7237745,0.2083469,19387.3386,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,86.7798969,0.4980997,4624.0388,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,93.3187773,0.4261008,3434.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,98.1601732,0.625901,461.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,91.9697562,0.864146,989.0073,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,85.2917662,0.2892511,14993.9989,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,81.7903322,0.5115761,5690.9336,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,93.0840164,0.8125727,975.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,76.7750501,0.73434,3306.5912,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,72.9940019,1.058442,1759.5974,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.6306977,0.341838,9276.001,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,82.3796692,0.5297704,5172.0022,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,82.4433571,0.7405877,2639.0292,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,86.0017523,0.6026224,3315.0529,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,81.8588676,0.6841845,3172.3686,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,93.1171096,0.37046,4670.01,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,93.2210175,0.4160958,3649.9904,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.9310345,0.7877856,1710.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,85.8088291,0.3679578,8994.0266,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.6173168,0.5055198,4245.4948,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,80.3979104,0.5828145,4639.6634,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,83.7033726,0.8236132,2010.9169,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,75.2409569,1.186528,1323.2204,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,85.8189133,0.4007984,7576.0089,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,67.321359,1.6930889,767.4628,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,80.1739572,0.9768461,1665.7779,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,88.4591584,0.7950673,1615.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,90.939782,0.3877892,5478.9984,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,88.4638694,0.7883837,1641.9157,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.3360419,0.7972461,1740.116,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,92.4805111,0.2468097,11415.9994,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,85.1647155,0.3718772,9136.0071,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,77.4560941,0.7093781,3469.9979,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,89.1779986,0.5075704,3746.0435,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.3948418,0.3174004,10935.0063,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,93.4782447,0.8044784,941.99,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,84.1935516,0.5441766,4494.0028,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,68.3909653,1.5592601,889.1455,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,79.5736618,0.5801095,4829.9202,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,87.0110069,0.2675118,15792.9717,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,82.9114639,0.7243675,2700.2349,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,89.153665,0.3790562,6729.9981,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,91.1067144,1.0338833,758.0007,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,89.8596104,0.3813432,6265.9535,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,83.1037299,0.5044474,5517.9725,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,84.6075689,0.8115719,1977.2541,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-26,,2020-10-05,9,56.7222801,2.0490166,584.6919,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,79.6787709,1.5048502,715.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,83.146135,0.6605054,3212.098,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,83.7829967,0.7623038,2338.1387,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,85.8839075,0.4853944,5145.6084,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,90.6860695,0.2085705,19416.3513,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,86.5326208,0.4990104,4679.9783,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,93.0948905,0.4332927,3424.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,98.1953291,0.6140383,470.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,92.8433345,0.804737,1026.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,85.1236139,0.2893326,15126.9987,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,82.0566262,0.5081121,5702.9379,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,92.5717213,0.8398098,975.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,77.0254912,0.7266286,3351.6275,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,73.6151819,1.0575808,1736.5784,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,87.3902921,0.3413739,9456.0002,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,82.194568,0.5315361,5180.0032,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,82.5680747,0.7390789,2634.9716,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,86.4288142,0.5920959,3345.7407,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,81.8244855,0.6841498,3177.3689,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,93.143773,0.3702308,4659.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,93.089842,0.4179787,3681.9838,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,87.747154,0.8028548,1668.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,86.07715,0.3634196,9074.0105,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,88.0284416,0.4936511,4324.4753,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,79.861535,0.5871814,4664.654,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,82.6101609,0.8450604,2011.6552,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,76.3956771,1.163045,1333.1141,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,85.8195015,0.4019071,7534.0073,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,68.1426387,1.6772549,771.6682,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,79.9590429,0.9876103,1642.914,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,88.3414933,0.794165,1633.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,90.8984945,0.3852233,5574.9984,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,88.530846,0.7882118,1634.3316,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,87.3964869,0.7866294,1780.1034,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,92.384191,0.2461414,11613.0005,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,85.0319785,0.3715016,9222.0045,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,77.9402931,0.7049192,3460.0555,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,89.4535953,0.4978676,3806.05,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,87.1862053,0.3205295,10874.0057,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,93.0484208,0.8166069,969.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,84.425515,0.5395934,4516.002,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,68.8187948,1.5458569,897.9691,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,79.3214984,0.5830966,4824.2413,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,87.0867553,0.2669145,15784.9465,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,82.8086792,0.7212751,2736.4226,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,89.0574416,0.376932,6859.0356,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,91.011967,1.0443612,750.0008,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,89.8531635,0.3794877,6330.9479,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,83.3362589,0.4976665,5606.9898,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,84.843044,0.8082713,1968.4027,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-27,,2020-10-05,8,58.563891,2.0638267,569.7213,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,79.1310541,1.5348457,701.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,83.1406786,0.6606932,3211.1014,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,83.6908565,0.7563128,2386.1971,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,85.8276537,0.4851696,5167.5161,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,90.5119042,0.210299,19418.2665,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,86.5485329,0.4980716,4692.9482,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,93.0776014,0.4352588,3401.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,98.6458333,0.5280897,479.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,92.4951387,0.8310834,1005.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,84.9996771,0.2877202,15401.9991,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,82.2134119,0.5026819,5786.9386,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,91.9938017,0.8727286,967.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,76.51786,0.7285138,3385.5163,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,73.4382856,1.056509,1747.5607,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,87.2707381,0.340262,9594.9994,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,82.450906,0.5278564,5193.0026,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,82.2134185,0.7421589,2654.8583,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,85.956987,0.597354,3382.8123,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,82.1070176,0.686055,3121.3688,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,93.2212418,0.3656278,4727.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,93.499563,0.4070637,3667.9841,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,88.2616487,0.78694,1673.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,86.3365476,0.3609184,9056.0118,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,88.1413537,0.4893795,4364.3878,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,80.0617256,0.5808347,4731.5936,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,82.122862,0.8614895,1978.163,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,77.0361846,1.152256,1332.4191,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,85.6924303,0.4038876,7516.0083,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,68.0255519,1.6969195,755.3577,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,79.5258035,0.9784007,1700.9105,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,87.9300119,0.7936372,1685.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,90.9115117,0.3828184,5637.9983,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,89.1305554,0.7725197,1623.3599,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,87.5950782,0.7874927,1752.188,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,92.3289175,0.2452335,11777.0001,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,84.7591778,0.3730985,9280.0052,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,78.3482053,0.6940936,3521.169,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,88.9971552,0.5044526,3848.0473,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,87.107642,0.322003,10831.0053,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,92.879381,0.8295824,960.988,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,84.373631,0.5393112,4533.0021,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,68.2787384,1.5494284,902.1794,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,79.6718204,0.5736187,4922.1703,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,86.9146038,0.2675927,15882.9478,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,83.1877935,0.7122984,2756.5149,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,88.9529948,0.3769379,6916.1661,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,90.7557075,1.0647745,740.001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,90.1530624,0.3723786,6401.9501,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,83.6609577,0.4920885,5644.9888,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,84.6007419,0.8172877,1950.4018,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-28,,2020-10-05,7,58.6704817,2.0346446,585.7373,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,79.5903955,1.5157861,707.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,83.0102414,0.6580281,3257.0922,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,83.8042987,0.7644361,2322.6493,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,85.3478403,0.4961446,5080.1622,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,90.5079201,0.2110135,19294.2294,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,86.8418367,0.4951334,4661.0078,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,93.0372325,0.4358551,3410.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,98.4407484,0.56549,480.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,91.8744951,0.8631487,1002.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,84.8366495,0.2882078,15486.9998,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,82.4802575,0.5008318,5760.9477,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,91.7628541,0.8910526,952.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,77.1522539,0.7275238,3330.4087,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,73.4919826,1.0489961,1770.392,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,87.3090927,0.3393113,9623.9998,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,82.475701,0.524891,5246.0019,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,82.5166051,0.7476637,2580.8012,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,86.8127333,0.5791788,3412.8166,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,82.1952063,0.6854989,3114.3683,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,93.3086731,0.3633557,4729.011,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,93.3146235,0.4080889,3745.9842,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,88.3700178,0.7821451,1680.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,86.1065304,0.364304,9014.0289,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,87.9462154,0.4907051,4402.5008,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,79.5014087,0.5885287,4705.0424,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,82.994345,0.8545862,1932.5474,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,78.6138614,1.1347469,1305.6702,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,85.6924355,0.4038875,7516.0089,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,67.3349932,1.6943569,766.15,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,79.4963973,0.983875,1683.8283,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,87.2016706,0.8162659,1675.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,90.8639619,0.3802935,5739.9984,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,89.5206116,0.7662817,1597.6515,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,87.9652707,0.7691449,1789.4981,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,92.4652301,0.2430798,11791.0004,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,84.5007431,0.3754115,9293.0062,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,78.5778268,0.6978799,3456.2258,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,89.2202774,0.4983854,3872.0468,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,86.7298778,0.3263089,10809.0052,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,92.8346979,0.8345901,954.989,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,84.6567339,0.5338293,4558.0013,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,68.9733526,1.5103609,938.1121,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,80.0055091,0.5636945,5034.3405,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,86.4047143,0.2721437,15860.9506,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,83.0421016,0.7155305,2750.5149,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,88.6822219,0.3807743,6922.4906,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,91.3072501,1.0349558,741.0011,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,89.9495413,0.3775557,6341.9503,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,83.2478734,0.4963364,5660.9707,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,84.9773513,0.8030883,1979.3525,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-29,,2020-10-05,6,58.9905918,2.0289444,587.6598,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,79.8984035,1.527883,688.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,82.4513188,0.6749553,3176.0849,state,fb-survey
2,ar,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,84.2645474,0.7663121,2257.9417,state,fb-survey
3,az,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,85.570604,0.4962888,5013.0699,state,fb-survey
4,ca,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,90.5895924,0.2109101,19164.2517,state,fb-survey
5,co,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,86.6217525,0.5023544,4592.0418,state,fb-survey
6,ct,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,92.8466077,0.4426936,3389.0,state,fb-survey
7,dc,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,98.4110169,0.5761971,471.0,state,fb-survey
8,de,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,91.5742916,0.882814,990.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,84.6116253,0.2914151,15332.0,state,fb-survey
10,ga,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,81.8302305,0.5103329,5708.9486,state,fb-survey
11,hi,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,91.7815483,0.8948438,942.0,state,fb-survey
12,ia,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,77.4453222,0.7291512,3285.4637,state,fb-survey
13,id,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,73.3973223,1.0487081,1775.4005,state,fb-survey
14,il,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,87.2390658,0.341747,9532.0003,state,fb-survey
15,in,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,82.8525604,0.517597,5303.0012,state,fb-survey
16,ks,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,82.5142906,0.7578986,2511.8297,state,fb-survey
17,ky,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,87.0633673,0.5736619,3422.5099,state,fb-survey
18,la,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,82.2749966,0.6858567,3100.1836,state,fb-survey
19,ma,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,93.3024116,0.367181,4635.012,state,fb-survey
20,md,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,93.2671114,0.4133684,3674.9839,state,fb-survey
21,me,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,87.9641089,0.8096655,1615.0,state,fb-survey
22,mi,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,86.2265053,0.3650717,8911.0461,state,fb-survey
23,mn,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,88.0632433,0.4908771,4362.501,state,fb-survey
24,mo,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,79.0759107,0.5967049,4646.9882,state,fb-survey
25,ms,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,82.7568996,0.8599434,1929.6557,state,fb-survey
26,mt,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,78.5922652,1.1399954,1294.6261,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-30,,2020-10-05,5,85.7037114,0.4062489,7424.0089,state,fb-survey
